# OBJECT = MAXI_J1535-571
# INST = NICER
# TODAY = 2018-07-03 18:03:36.031125
# INFILE = /Users/abbie/Dropbox/Research/MAXIJ1535_B-QPO/in/rise_evtlists.txt
# N_BINS = 16384
# DT = 0.003906250 s
# DF = 0.015625000 Hz
# N_SECOND = 64
# 
# ni+obsID start_time end_time total_rate broad_rate rms hard_rate soft_rate hardness nz_rate ibg_rate hrej_rate
# 
1050360105 116757961.000000000 116758025.000000000 7811.453125 2925.859375 0.144539622 137.187500 2332.718750 0.05881013 0.656250 0.000000 0.125000
1050360105 116758025.000000000 116758089.000000000 7699.250000 2887.234375 0.140903994 133.953125 2300.812500 0.05821992 0.593750 0.000000 0.187500
1050360105 116758089.000000000 116758153.000000000 7763.875000 2908.328125 0.143039872 134.687500 2321.328125 0.05802174 0.656250 0.015625 0.156250
1050360105 116763259.000000000 116763323.000000000 7713.500000 2887.593750 0.140882062 132.703125 2319.000000 0.05722429 0.734375 0.000000 0.109375
1050360105 116763323.000000000 116763387.000000000 7774.109375 2923.765625 0.142829076 132.000000 2319.343750 0.05691265 0.875000 0.000000 0.109375
1050360105 116763387.000000000 116763451.000000000 7644.406250 2862.328125 0.140213424 132.125000 2288.640625 0.05773078 0.656250 0.000000 0.109375
1050360105 116763451.000000000 116763515.000000000 7721.593750 2892.421875 0.138644508 135.718750 2311.015625 0.05872689 0.750000 0.000000 0.109375
1050360105 116763515.000000000 116763579.000000000 7693.593750 2896.031250 0.135853221 134.312500 2288.046875 0.05870181 0.953125 0.000000 0.078125
1050360105 116763579.000000000 116763643.000000000 7717.703125 2899.062500 0.133813335 137.718750 2308.468750 0.05965805 0.781250 0.000000 0.265625
1050360105 116763643.000000000 116763707.000000000 7851.328125 2966.062500 0.140966297 138.531250 2328.812500 0.05948579 0.796875 0.015625 0.156250
1050360105 116769005.000000000 116769069.000000000 8040.062500 2993.187500 0.133982716 135.031250 2401.765625 0.05622166 0.968750 0.000000 0.062500
1050360105 116769069.000000000 116769133.000000000 8073.921875 2989.843750 0.135535717 131.656250 2428.406250 0.05421508 0.750000 0.000000 0.078125
1050360105 116769133.000000000 116769197.000000000 8224.140625 3080.203125 0.121383265 135.468750 2434.562500 0.05564398 0.640625 0.015625 0.109375
1050360105 116769197.000000000 116769261.000000000 8060.109375 3006.531250 0.128494502 139.000000 2409.609375 0.05768570 0.859375 0.000000 0.125000
1050360105 116774686.000000000 116774750.000000000 7873.265625 2952.656250 0.138878880 136.906250 2358.187500 0.05805571 0.734375 0.000000 0.109375
1050360105 116774750.000000000 116774814.000000000 7945.218750 2977.953125 0.139909061 135.703125 2375.703125 0.05712125 0.609375 0.000000 0.203125
1050360105 116790670.000000000 116790734.000000000 7349.484375 2772.015625 0.147737584 131.062500 2209.343750 0.05932191 0.625000 0.000000 0.093750
1050360105 116790734.000000000 116790798.000000000 7388.781250 2789.875000 0.145748963 134.125000 2213.062500 0.06060606 0.875000 0.000000 0.125000
1050360105 116790798.000000000 116790862.000000000 7499.328125 2854.515625 0.146244074 138.125000 2238.531250 0.06170340 1.015625 0.000000 0.109375
1050360105 116790862.000000000 116790926.000000000 7321.281250 2750.953125 0.146977194 134.750000 2204.718750 0.06111891 0.687500 0.000000 0.078125
1050360105 116790926.000000000 116790990.000000000 7562.453125 2869.734375 0.140082047 139.921875 2249.609375 0.06219830 0.609375 0.000000 0.078125
1050360105 116790990.000000000 116791054.000000000 7449.781250 2809.875000 0.134488469 139.734375 2231.750000 0.06261202 0.687500 0.031250 0.140625
1050360105 116791054.000000000 116791118.000000000 7480.437500 2824.421875 0.142244376 139.046875 2243.859375 0.06196773 0.718750 0.000000 0.125000
1050360105 116791118.000000000 116791182.000000000 7451.218750 2828.843750 0.140547325 139.890625 2233.343750 0.06263730 0.937500 0.000000 0.031250
1050360105 116791182.000000000 116791246.000000000 7404.218750 2804.593750 0.142322821 135.984375 2221.875000 0.06120253 0.687500 0.015625 0.109375
1050360105 116796228.000000000 116796292.000000000 7279.375000 2782.015625 0.151353401 139.578125 2166.281250 0.06443213 0.765625 0.000000 0.250000
1050360105 116796292.000000000 116796356.000000000 7352.031250 2821.453125 0.143721886 142.203125 2180.984375 0.06520135 0.953125 0.000000 0.078125
1050360105 116796420.000000000 116796484.000000000 7182.703125 2733.906250 0.138338663 135.000000 2158.031250 0.06255702 0.984375 0.000000 0.093750
1050360105 116796484.000000000 116796548.000000000 7298.640625 2778.812500 0.141408496 136.687500 2178.656250 0.06273936 0.843750 0.000000 0.109375
1050360105 116796548.000000000 116796612.000000000 7253.093750 2774.296875 0.142786844 139.859375 2155.796875 0.06487595 0.765625 0.000000 0.093750
1050360105 116796612.000000000 116796676.000000000 7240.750000 2772.031250 0.140439665 139.937500 2162.859375 0.06470023 0.562500 0.000000 0.140625
1050360105 116796676.000000000 116796740.000000000 7248.109375 2787.781250 0.151242797 141.640625 2160.359375 0.06556346 0.671875 0.000000 0.171875
1050360105 116796740.000000000 116796804.000000000 7095.562500 2698.671875 0.142540117 133.562500 2134.765625 0.06256542 0.546875 0.000000 0.046875
1050360105 116801786.000000000 116801850.000000000 7074.953125 2733.125000 0.154981600 140.078125 2102.343750 0.06662951 0.593750 0.000000 0.078125
1050360105 116801850.000000000 116801914.000000000 6878.640625 2642.109375 0.145162013 136.484375 2060.109375 0.06625103 0.718750 0.000000 0.062500
1050360105 116801914.000000000 116801978.000000000 6989.234375 2684.437500 0.149143056 139.265625 2088.156250 0.06669311 0.562500 0.000000 0.046875
1050360105 116801978.000000000 116802042.000000000 6999.312500 2692.031250 0.147140400 138.171875 2094.453125 0.06597038 0.609375 0.000000 0.125000
1050360105 116802042.000000000 116802106.000000000 7045.656250 2707.078125 0.142905489 137.843750 2106.343750 0.06544219 0.593750 0.015625 0.140625
1050360105 116802106.000000000 116802170.000000000 7041.921875 2706.468750 0.143273564 137.312500 2102.390625 0.06531255 0.625000 0.000000 0.078125
